id,date,startEpoch,title,startTime,endTime,timeZone,durationSec,distanceM,distanceKm,avgSpeedKmh,maxSpeedKmh,avgCadence,maxCadence,avgRiderPowerW,maxRiderPowerW,avgHeartRate,maxHeartRate,elevationGainM,elevationLossM,caloriesBurnt,riderEnergySharePct,co2EmissionsGrams,co2CarEquivalentGrams,co2SavedGrams,absInterventions,normalBrakeEvents,startOdometerM,bikeId,assist_OFF_m,assist_AUTO_m,assist_TOUR+_m,assist_ECO_m,assist_TURBO_m
94c47e80-4106-11f0-be0f-000463adda64,2025-06-04,1749015697,Melbourne ride,2025-06-04T15:41:37+10:00,2025-06-04T16:14:27+10:00,Australia/Melbourne,1818,11549,11.55,22.88,41.36,86.0,115.0,163.0,310.0,,,70,57,260.0,73,34.647,1917.134,1882.5,0,0,474909,f7194544-9d5d-4232-b67b-5cc9cde613b2,0,0,0,11551,0
2f26c100-410b-11f0-be0f-000463adda64,2025-06-04,1749017683,Melbourne ride,2025-06-04T16:14:43+10:00,2025-06-04T17:06:10+10:00,Australia/Melbourne,2372,16446,16.45,24.96,41.739998,82.0,110.0,166.0,363.0,,,67,80,348.0,68,49.338,2730.036,2680.7,0,0,486460,f7194544-9d5d-4232-b67b-5cc9cde613b2,0,0,0,2,16446
6cf92600-4280-11f0-be0f-000463adda64,2025-06-06,1749178019,Melbourne ride,2025-06-06T12:46:59+10:00,2025-06-06T13:28:11+10:00,Australia/Melbourne,2241,12852,12.85,20.66,37.64,78.0,102.0,141.0,479.0,,,118,86,283.0,62,38.556,2133.432,2094.9,0,0,502908,f7194544-9d5d-4232-b67b-5cc9cde613b2,0,4068,5,8779,2
4b9b3880-4286-11f0-be0f-000463adda64,2025-06-06,1749180521,Melbourne ride,2025-06-06T13:28:41+10:00,2025-06-06T13:43:33+10:00,Australia/Melbourne,872,5661,5.66,23.37,39.71,81.0,111.0,133.0,295.0,,,66,54,100.0,49,16.983,939.726,922.7,0,0,515762,f7194544-9d5d-4232-b67b-5cc9cde613b2,0,5026,0,0,637
7090ab00-4288-11f0-be0f-000463adda64,2025-06-06,1749181422,Melbourne ride,2025-06-06T13:43:42+10:00,2025-06-06T15:59:18+10:00,Australia/Melbourne,2972,19635,19.64,23.78,52.8,82.0,106.0,158.0,347.0,,,161,154,418.0,53,58.905,3259.41,3200.5,0,0,521423,f7194544-9d5d-4232-b67b-5cc9cde613b2,0,19635,0,0,0
66c47300-429b-11f0-be0f-000463adda64,2025-06-06,1749189569,Bike ride,2025-06-06T15:59:29+10:00,2025-06-06T17:18:31+10:00,Australia/Melbourne,4278,27918,27.92,23.49,45.18,81.0,108.0,105.0,283.0,,,198,221,389.0,44,83.754,4634.388,4550.6,0,0,541061,f7194544-9d5d-4232-b67b-5cc9cde613b2,0,9462,0,0,18459
d3b54580-4420-11f0-be0f-000463adda64,2025-06-08,1749356842,Melbourne ride,2025-06-08T14:27:22+10:00,2025-06-08T15:38:03+10:00,Australia/Melbourne,4108,25346,25.35,22.22,43.09,79.0,110.0,149.0,346.0,,,139,123,517.0,64,76.038,4207.436,4131.4,0,0,568979,f7194544-9d5d-4232-b67b-5cc9cde613b2,0,25346,0,0,0
c604bd80-442a-11f0-be0f-000463adda64,2025-06-08,1749361175,Melbourne ride,2025-06-08T15:39:35+10:00,2025-06-08T15:52:19+10:00,Australia/Melbourne,712,4446,4.45,22.49,42.56,85.0,108.0,166.0,317.0,,,22,5,100.0,75,13.338,738.036,724.7,0,0,594325,f7194544-9d5d-4232-b67b-5cc9cde613b2,0,4446,0,0,0
c43bf980-442c-11f0-be0f-000463adda64,2025-06-08,1749362279,Melbourne ride,2025-06-08T15:57:59+10:00,2025-06-08T17:23:03+10:00,Australia/Melbourne,4704,31106,31.11,23.8,41.91,85.0,110.0,149.0,418.0,,,183,227,539.0,54,93.318,5163.596,5070.3,0,0,598773,f7194544-9d5d-4232-b67b-5cc9cde613b2,0,232,0,0,30876
78dc1800-4439-11f0-be0f-000463adda64,2025-06-08,1749367794,Bike ride,2025-06-08T17:29:54+10:00,2025-06-08T17:45:20+10:00,Australia/Melbourne,888,5062,5.06,20.53,37.760002,83.0,107.0,119.0,229.0,,,50,38,62.0,32,15.186,840.292,825.1,0,0,629881,f7194544-9d5d-4232-b67b-5cc9cde613b2,0,19,12,18,5015
67fb2000-4806-11f0-be0f-000463adda64,2025-06-13,1749785389,Melbourne ride,2025-06-13T13:29:49+10:00,2025-06-13T15:12:21+10:00,Australia/Melbourne,5675,36069,36.07,22.89,38.23,81.0,105.0,164.0,366.0,,,86,134,823.0,78,108.207,5987.454,5879.2,0,0,634943,f7194544-9d5d-4232-b67b-5cc9cde613b2,0,0,0,36069,0
07271400-4815-11f0-be0f-000463adda64,2025-06-13,1749792501,Bike ride,2025-06-13T15:28:21+10:00,2025-06-13T16:57:30+10:00,Australia/Melbourne,4844,29898,29.9,22.23,45.19,80.0,108.0,130.0,307.0,,,134,90,498.0,55,89.694,4963.068,4873.4,0,0,671015,f7194544-9d5d-4232-b67b-5cc9cde613b2,0,0,0,0,29901
65b9c400-48e1-11f0-be0f-000463adda64,2025-06-14,1749879453,Melbourne ride,2025-06-14T15:37:33+10:00,2025-06-14T16:06:37+10:00,Australia/Melbourne,1703,11576,11.58,24.47,40.08,85.0,107.0,176.0,332.0,,,71,56,241.0,61,34.728,1921.616,1886.9,0,0,700919,f7194544-9d5d-4232-b67b-5cc9cde613b2,0,4689,0,0,6889
c0551f00-48e5-11f0-be0f-000463adda64,2025-06-14,1749881266,Melbourne ride,2025-06-14T16:07:46+10:00,2025-06-14T16:35:20+10:00,Australia/Melbourne,1660,11601,11.6,25.16,42.11,87.0,110.0,154.0,264.0,,,19,72,213.0,64,34.803,1925.766,1891.0,0,0,712497,f7194544-9d5d-4232-b67b-5cc9cde613b2,0,0,0,0,11603
c8af5900-48e9-11f0-be0f-000463adda64,2025-06-14,1749884148,Melbourne ride,2025-06-14T16:55:48+10:00,2025-06-14T17:04:57+10:00,Australia/Melbourne,505,2821,2.82,20.14,31.03,77.0,107.0,106.0,224.0,,,43,3,42.0,32,8.463,468.286,459.8,0,0,724100,f7194544-9d5d-4232-b67b-5cc9cde613b2,0,0,0,0,2821
41b4f600-4bf3-11f0-be0f-000463adda64,2025-06-18,1750216917,Melbourne ride,2025-06-18T13:21:57+10:00,2025-06-18T13:49:39+10:00,Australia/Melbourne,1624,11558,11.56,25.619999,41.4,86.0,111.0,200.0,408.0,,,69,54,268.0,71,34.674,1918.628,1884.0,0,0,726955,f7194544-9d5d-4232-b67b-5cc9cde613b2,0,0,0,0,11558
880c5400-4bf7-11f0-be0f-000463adda64,2025-06-18,1750219195,Melbourne ride,2025-06-18T13:59:55+10:00,2025-06-18T14:28:03+10:00,Australia/Melbourne,1688,11568,11.57,24.67,40.97,80.0,102.0,163.0,304.0,,,55,71,218.0,60,34.704,1920.288,1885.6,0,0,738517,f7194544-9d5d-4232-b67b-5cc9cde613b2,0,0,0,0,11570
1f4be580-4d77-11f0-be0f-000463adda64,2025-06-20,1750383576,Melbourne ride,2025-06-20T11:39:36+10:00,2025-06-20T12:11:30+10:00,Australia/Melbourne,1884,12746,12.75,24.35,41.06,84.0,110.0,177.0,379.0,,,41,77,278.0,77,38.238,2115.836,2077.6,0,0,750233,f7194544-9d5d-4232-b67b-5cc9cde613b2,0,12746,0,0,0
ebbf8a00-4d7b-11f0-be0f-000463adda64,2025-06-20,1750385541,Melbourne ride,2025-06-20T12:12:21+10:00,2025-06-20T13:00:19+10:00,Australia/Melbourne,2536,15021,15.02,21.33,41.3,78.0,103.0,143.0,361.0,,,58,61,276.0,68,45.063,2493.486,2448.4,0,0,762981,f7194544-9d5d-4232-b67b-5cc9cde613b2,0,15023,0,0,0
bbc7b500-4d82-11f0-be0f-000463adda64,2025-06-20,1750390138,Bike ride,2025-06-20T13:28:58+10:00,2025-06-20T14:56:07+10:00,Australia/Melbourne,4754,30422,30.42,23.04,41.7,76.0,109.0,142.0,361.0,,,135,97,545.0,58,91.266,5050.052,4958.8,0,0,778004,f7194544-9d5d-4232-b67b-5cc9cde613b2,0,147,7,3346,26924
a0632980-52ef-11f0-be0f-000463adda64,2025-06-27,1750985151,Melbourne ride,2025-06-27T10:45:51+10:00,2025-06-27T11:47:33+10:00,Australia/Melbourne,3623,23465,23.46,23.32,39.64,79.0,105.0,178.0,475.0,,,189,173,542.0,70,70.395,3895.19,3824.8,0,0,808426,f7194544-9d5d-4232-b67b-5cc9cde613b2,11,4546,20,18778,110
c50fcf00-52f8-11f0-be0f-000463adda64,2025-06-27,1750989327,Bike ride,2025-06-27T11:55:27+10:00,2025-06-27T12:55:19+10:00,Australia/Melbourne,3560,23499,23.5,23.76,41.98,80.0,104.0,147.0,431.0,,,182,201,417.0,54,70.497,3900.834,3830.3,0,0,831895,f7194544-9d5d-4232-b67b-5cc9cde613b2,0,18,15,8598,14868
b4e96b00-57a2-11f0-be0f-000463adda64,2025-07-03,1751502035,Melbourne ride,2025-07-03T10:20:35+10:00,2025-07-03T11:22:47+10:00,Australia/Melbourne,3588,22198,22.2,22.28,48.9,81.0,117.0,170.0,544.0,,,199,201,512.0,73,66.594,3684.868,3618.3,0,0,855399,f7194544-9d5d-4232-b67b-5cc9cde613b2,0,0,0,22198,0
40b3c500-57ac-11f0-be0f-000463adda64,2025-07-03,1751505911,Melbourne ride,2025-07-03T11:25:11+10:00,2025-07-03T12:18:46+10:00,Australia/Melbourne,3146,21153,21.15,24.21,40.87,85.0,110.0,148.0,416.0,,,180,176,383.0,51,63.459,3511.398,3447.9,0,0,877599,f7194544-9d5d-4232-b67b-5cc9cde613b2,0,2,5,333,20815
cd20bf00-5862-11f0-be0f-000463adda64,2025-07-04,1751584218,Melbourne ride,2025-07-04T09:10:18+10:00,2025-07-04T09:38:12+10:00,Australia/Melbourne,1568,10456,10.46,24.01,43.27,80.0,116.0,181.0,433.0,,,61,85,232.0,74,31.368,1735.696,1704.3,0,0,898765,f7194544-9d5d-4232-b67b-5cc9cde613b2,2,3,0,6565,3888
f0606400-588c-11f0-be0f-000463adda64,2025-07-04,1751602280,Bike ride,2025-07-04T14:11:20+10:00,2025-07-04T15:45:09+10:00,Australia/Melbourne,1704,10903,10.9,23.03,34.52,78.0,97.0,139.0,360.0,,,71,49,197.0,59,32.709,1809.898,1777.2,0,0,909223,f7194544-9d5d-4232-b67b-5cc9cde613b2,2,5,4,2333,8561
1c352580-5931-11f0-be0f-000463adda64,2025-07-05,1751672846,Melbourne ride,2025-07-05T09:47:26+10:00,2025-07-05T11:54:22+10:00,Australia/Melbourne,7027,40426,40.43,20.72,44.12,79.0,115.0,148.0,390.0,,,260,303,865.0,73,121.278,6710.716,6589.4,0,0,920128,f7194544-9d5d-4232-b67b-5cc9cde613b2,2337,0,0,38091,0
06c8f700-5943-11f0-be0f-000463adda64,2025-07-05,1751680513,Bike ride,2025-07-05T11:55:13+10:00,2025-07-05T14:37:55+10:00,Australia/Melbourne,5585,33322,33.32,21.49,41.33,81.0,113.0,134.0,415.0,,,271,229,584.0,52,99.966,5531.452,5431.5,0,0,960556,f7194544-9d5d-4232-b67b-5cc9cde613b2,0,43,32,12503,20746
81528900-5c59-11f0-be0f-000463adda64,2025-07-09,1752020024,Melbourne ride,2025-07-09T10:13:44+10:00,2025-07-09T12:32:56+10:00,Australia/Melbourne,6596,39241,39.24,21.43,47.2,79.0,108.0,163.0,553.0,,,395,328,934.0,68,117.723,6514.006,6396.3,0,0,993878,f7194544-9d5d-4232-b67b-5cc9cde613b2,0,138,23,38655,425
0f843a80-5c6d-11f0-be0f-000463adda64,2025-07-09,1752028544,Melbourne ride,2025-07-09T12:35:44+10:00,2025-07-09T12:44:27+10:00,Australia/Melbourne,519,3215,3.21,22.31,45.38,77.0,96.0,149.0,364.0,,,23,94,46.0,67,9.645,533.69,524.0,0,0,1033122,f7194544-9d5d-4232-b67b-5cc9cde613b2,0,0,0,3218,0
a9001c00-5c6e-11f0-be0f-000463adda64,2025-07-09,1752029098,Melbourne ride,2025-07-09T12:44:58+10:00,2025-07-09T13:43:59+10:00,Australia/Melbourne,885,6034,6.03,24.54,51.07,84.0,105.0,179.0,372.0,,,120,104,135.0,53,18.102,1001.644,983.5,0,0,1036339,f7194544-9d5d-4232-b67b-5cc9cde613b2,0,2,0,456,5578
f2ed0000-5c76-11f0-be0f-000463adda64,2025-07-09,1752032666,Bike ride,2025-07-09T13:44:26+10:00,2025-07-09T15:04:49+10:00,Australia/Melbourne,4640,29720,29.72,23.06,43.48,80.0,107.0,134.0,481.0,,,352,360,450.0,42,89.16,4933.52,4844.4,0,0,1042373,f7194544-9d5d-4232-b67b-5cc9cde613b2,0,19,24,3147,26530
a3583f80-5ed5-11f0-be0f-000463adda64,2025-07-12,1752293253,Melbourne ride,2025-07-12T14:07:33+10:00,2025-07-12T14:44:31+10:00,Australia/Melbourne,2151,13891,13.89,23.25,40.25,77.0,104.0,163.0,341.0,,,88,59,296.0,65,41.673,2305.906,2264.2,0,0,1072098,f7194544-9d5d-4232-b67b-5cc9cde613b2,0,7366,11,6516,0
f254a380-5eda-11f0-be0f-000463adda64,2025-07-12,1752295628,Melbourne ride,2025-07-12T14:47:08+10:00,2025-07-12T16:49:44+10:00,Australia/Melbourne,5081,30995,31.0,21.98,53.29,79.0,115.0,159.0,438.0,,,332,397,588.0,55,92.985,5145.17,5052.2,0,0,1085992,f7194544-9d5d-4232-b67b-5cc9cde613b2,0,55,10,11304,19629
6a779500-5eec-11f0-be0f-000463adda64,2025-07-12,1752303826,Bike ride,2025-07-12T17:03:46+10:00,2025-07-12T17:12:56+10:00,Australia/Melbourne,536,2857,2.86,19.2,29.79,81.0,97.0,108.0,225.0,,,41,4,42.0,32,8.571,474.262,465.7,0,0,1116987,f7194544-9d5d-4232-b67b-5cc9cde613b2,0,0,0,0,2857
c01c8080-6057-11f0-be0f-000463adda64,2025-07-14,1752459076,Melbourne ride,2025-07-14T12:11:16+10:00,2025-07-14T13:24:15+10:00,Australia/Melbourne,3033,18478,18.48,21.94,43.97,78.0,119.0,171.0,535.0,,,85,122,416.0,73,55.434,3067.348,3011.9,0,0,1119844,f7194544-9d5d-4232-b67b-5cc9cde613b2,0,0,0,18478,0
7be3ad00-6064-11f0-be0f-000463adda64,2025-07-14,1752464536,Bike ride,2025-07-14T13:42:16+10:00,2025-07-14T14:10:21+10:00,Australia/Melbourne,1514,9927,9.93,23.6,35.11,81.0,110.0,167.0,477.0,,,66,30,202.0,61,29.781,1647.882,1618.1,0,0,1138324,f7194544-9d5d-4232-b67b-5cc9cde613b2,0,3,2,76,9848
73d78600-6360-11f0-be0f-000463adda64,2025-07-18,1752792669,Melbourne ride,2025-07-18T08:51:09+10:00,2025-07-18T10:35:07+10:00,Australia/Melbourne,2495,16492,16.49,23.8,44.54,84.0,109.0,186.0,433.0,,,110,120,404.0,73,49.476,2737.672,2688.2,0,0,1148251,f7194544-9d5d-4232-b67b-5cc9cde613b2,0,17,26,15402,1047
a8f3d080-6380-11f0-be0f-000463adda64,2025-07-18,1752806490,Bike ride,2025-07-18T12:41:30+10:00,2025-07-18T13:20:06+10:00,Australia/Melbourne,2020,13137,13.14,23.41,39.8,79.0,102.0,160.0,299.0,,,73,65,261.0,65,39.411,2180.742,2141.3,0,0,1164743,f7194544-9d5d-4232-b67b-5cc9cde613b2,0,0,0,1100,12037
e6e43500-65ca-11f0-be0f-000463adda64,2025-07-21,1753058276,Melbourne ride,2025-07-21T10:37:56+10:00,2025-07-21T11:17:46+10:00,Australia/Melbourne,2151,14280,14.28,23.9,40.510002,82.0,103.0,184.0,500.0,,,43,82,335.0,81,42.84,2370.48,2327.6,0,0,1177880,f7194544-9d5d-4232-b67b-5cc9cde613b2,0,0,0,14280,0
0dad6600-65e1-11f0-be0f-000463adda64,2025-07-21,1753067772,Melbourne ride,2025-07-21T13:16:12+10:00,2025-07-21T13:56:19+10:00,Australia/Melbourne,2412,14130,14.13,21.1,38.46,72.0,95.0,117.0,285.0,,,85,46,246.0,56,42.39,2345.58,2303.2,0,0,1192164,f7194544-9d5d-4232-b67b-5cc9cde613b2,0,16,13,9446,4657
b4984780-68ea-11f0-be0f-000463adda64,2025-07-25,1753401794,Melbourne ride,2025-07-25T10:03:14+10:00,2025-07-25T10:50:03+10:00,Australia/Melbourne,2773,17019,17.02,22.1,43.6,80.0,103.0,160.0,449.0,,,127,135,385.0,70,51.057,2825.154,2774.1,0,0,1206296,f7194544-9d5d-4232-b67b-5cc9cde613b2,0,11,6,16864,140
515de380-68f1-11f0-be0f-000463adda64,2025-07-25,1753404666,Melbourne ride,2025-07-25T10:51:06+10:00,2025-07-25T11:14:31+10:00,Australia/Melbourne,1364,7722,7.72,20.39,37.38,76.0,102.0,152.0,477.0,,,49,37,166.0,68,23.166,1281.852,1258.7,0,0,1223315,f7194544-9d5d-4232-b67b-5cc9cde613b2,0,0,0,7722,0
bf57da00-68f4-11f0-be0f-000463adda64,2025-07-25,1753406738,Bike ride,2025-07-25T11:25:38+10:00,2025-07-25T12:58:37+10:00,Australia/Melbourne,5452,35255,35.26,23.28,45.37,81.0,109.0,132.0,360.0,,,254,260,604.0,52,105.765,5852.33,5746.6,0,0,1231039,f7194544-9d5d-4232-b67b-5cc9cde613b2,0,4,0,8804,26449
bf0e9000-6e5a-11f0-be0f-000463adda64,2025-08-01,1753999690,Melbourne ride,2025-08-01T08:08:10+10:00,2025-08-01T08:40:46+10:00,Australia/Melbourne,1911,12924,12.92,24.35,38.23,81.0,108.0,163.0,583.0,,,44,89,249.0,67,38.772,2145.384,2106.6,0,0,1266296,f7194544-9d5d-4232-b67b-5cc9cde613b2,0,5,0,6387,6534
6988b200-6e5f-11f0-be0f-000463adda64,2025-08-01,1754001700,Melbourne ride,2025-08-01T08:41:40+10:00,2025-08-01T09:11:42+10:00,Australia/Melbourne,1644,9819,9.82,21.51,43.81,76.0,98.0,153.0,328.0,,,91,85,168.0,46,29.457,1629.954,1600.5,0,0,1279222,f7194544-9d5d-4232-b67b-5cc9cde613b2,0,0,0,0,9821
46176e80-70ce-11f0-be0f-000463adda64,2025-08-04,1754269463,Melbourne ride,2025-08-04T11:04:23+10:00,2025-08-04T12:06:21+10:00,Australia/Melbourne,2636,14158,14.16,19.35,32.26,72.0,109.0,148.0,401.0,,,97,86,294.0,72,42.474,2350.228,2307.8,0,0,1289043,f7194544-9d5d-4232-b67b-5cc9cde613b2,1189,0,0,12971,0
