rideId,date,idx,lat,lon,distM,speedKmh,elevM,cadence,powerW
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,121,,,3787.9,27.5,,0.0,0.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,122,,,3819.2,25.5,,,
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,123,,,3850.5,11.7,,,
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,124,,,3881.8,18.9,,57.0,67.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,125,,,3913.1,18.4,,0.0,0.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,126,,,3944.4,21.3,,77.0,128.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,127,,,3975.7,21.4,,80.0,86.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,128,,,4007.0,20.1,,75.0,75.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,129,,,4038.3,19.7,,74.0,86.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,130,,,4069.6,19.7,,72.0,80.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,131,,,4100.9,21.1,,74.0,109.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,132,,,4132.2,21.1,,68.0,80.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,133,,,4163.5,21.7,,78.0,74.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,134,,,4194.8,22.2,,0.0,0.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,135,,,4226.1,22.2,,,
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,136,,,4257.4,23.7,,83.0,72.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,137,,,4288.7,24.2,,77.0,117.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,138,,,4320.0,24.2,,,93.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,139,,,4351.3,23.1,,73.0,89.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,140,,,4382.6,22.8,,72.0,79.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,141,,,4413.9,22.2,,71.0,117.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,142,,,4445.3,22.7,,71.0,94.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,143,,,4476.6,23.9,,74.0,104.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,144,,,4507.9,24.9,,78.0,89.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,145,,,4539.2,25.5,,81.0,71.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,146,,,4570.5,26.0,,82.0,64.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,147,,,4601.8,25.6,,,63.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,148,,,4633.1,26.6,,87.0,49.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,149,,,4664.4,27.0,,82.0,83.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,150,,,4695.7,28.0,,78.0,71.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,151,,,4727.0,28.2,,79.0,84.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,152,,,4758.3,26.3,,77.0,71.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,153,,,4789.6,25.6,,73.0,73.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,154,,,4820.9,25.6,,71.0,117.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,155,,,4852.2,25.5,,72.0,132.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,156,,,4883.5,25.5,,71.0,67.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,157,,,4914.8,23.4,,59.0,94.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,158,,,4946.1,24.3,,69.0,83.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,159,,,4977.4,24.7,,68.0,133.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,160,,,5008.7,24.5,,78.0,105.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,161,,,5040.0,23.6,,76.0,70.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,162,,,5071.3,21.5,,70.0,96.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,163,,,5102.7,23.6,,74.0,75.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,164,,,5134.0,21.2,,76.0,67.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,165,,,5165.3,18.4,,68.0,234.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,166,,,5196.6,10.8,,37.0,98.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,167,,,5227.9,16.9,,69.0,83.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,168,,,5259.2,18.3,,77.0,85.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,169,,,5290.5,18.8,,78.0,82.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,170,,,5321.8,20.1,,82.0,77.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,171,,,5353.1,14.1,,0.0,0.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,172,,,5384.4,17.4,,73.0,53.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,173,,,5415.7,18.0,,0.0,0.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,174,,,5447.0,19.0,,,
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,175,,,5478.3,22.0,,0.0,0.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,176,,,5509.6,20.8,,,
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,177,,,5540.9,23.5,,,
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,178,,,5572.2,23.5,,92.0,
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,179,,,5603.5,25.0,,92.0,59.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,180,,,5634.8,26.0,,80.0,103.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,181,,,5666.1,26.2,,83.0,91.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,182,,,5697.4,26.1,,,118.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,183,,,5728.7,26.0,,,97.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,184,,,5760.0,26.1,,74.0,103.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,185,,,5791.4,26.6,,75.0,132.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,186,,,5822.7,27.1,,76.0,127.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,187,,,5854.0,28.1,,77.0,104.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,188,,,5885.3,27.3,,76.0,114.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,189,,,5916.6,27.1,,,98.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,190,,,5947.9,26.8,,75.0,75.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,191,,,5979.2,26.6,,,68.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,192,,,6010.5,26.2,,74.0,86.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,193,,,6041.8,25.9,,73.0,87.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,194,,,6073.1,25.7,,72.0,99.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,195,,,6104.4,26.0,,73.0,121.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,196,,,6135.7,26.0,,,111.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,197,,,6167.0,26.0,,69.0,81.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,198,,,6198.3,25.5,,64.0,108.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,199,,,6229.6,25.6,,63.0,101.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,200,,,6260.9,25.9,,,105.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,201,,,6292.2,26.5,,64.0,103.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,202,,,6323.5,25.8,,,84.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,203,,,6354.8,24.7,,62.0,76.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,204,,,6386.1,24.9,,61.0,107.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,205,,,6417.4,25.0,,,94.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,206,,,6448.7,25.0,,,85.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,207,,,6480.1,25.3,,,100.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,208,,,6511.4,26.7,,64.0,73.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,209,,,6542.7,26.7,,65.0,0.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,210,,,6574.0,26.5,,0.0,
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,211,,,6605.3,20.4,,58.0,137.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,212,,,6636.6,20.3,,63.0,94.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,213,,,6667.9,21.0,,64.0,68.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,214,,,6699.2,23.1,,62.0,70.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,215,,,6730.5,24.6,,66.0,102.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,216,,,6761.8,26.1,,64.0,97.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,217,,,6793.1,26.6,,65.0,118.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,218,,,6824.4,26.1,,74.0,0.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,219,,,6855.7,26.4,,64.0,80.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,220,,,6887.0,26.1,,65.0,41.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,221,,,6918.3,26.0,,60.0,54.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,222,,,6949.6,26.2,,46.0,66.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,223,,,6980.9,26.7,,46.0,62.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,224,,,7012.2,26.0,,55.0,72.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,225,,,7043.5,25.2,,53.0,58.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,226,,,7074.8,24.5,,52.0,74.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,227,,,7106.1,24.4,,51.0,99.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,228,,,7137.5,23.6,,59.0,56.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,229,,,7168.8,23.3,,57.0,84.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,230,,,7200.1,23.4,,58.0,86.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,231,,,7231.4,23.9,,50.0,95.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,232,,,7262.7,24.4,,51.0,98.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,233,,,7294.0,24.6,,52.0,93.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,234,,,7325.3,24.4,,,81.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,235,,,7356.6,24.6,,52.0,75.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,236,,,7387.9,25.3,,53.0,104.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,237,,,7419.2,25.1,,54.0,91.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,238,,,7450.5,24.6,,61.0,78.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,239,,,7481.8,25.3,,62.0,85.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,240,,,7513.1,26.0,,60.0,65.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,241,,,7544.4,32.0,,66.0,81.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,242,,,7575.7,32.7,,0.0,0.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,243,,,7607.0,17.8,,,
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,244,,,7638.3,16.4,,28.0,68.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,245,,,7669.6,20.3,,48.0,128.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,246,,,7700.9,22.4,,54.0,109.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,247,,,7732.2,21.8,,66.0,161.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,248,,,7763.5,19.3,,56.0,155.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,249,,,7794.8,23.7,,0.0,0.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,250,,,7826.2,14.9,,,
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,251,,,7857.5,21.6,,65.0,143.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,252,,,7888.8,22.1,,79.0,101.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,253,,,7920.1,23.3,,84.0,96.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,254,,,7951.4,24.5,,76.0,114.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,255,,,7982.7,24.7,,78.0,92.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,256,,,8014.0,23.9,,77.0,76.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,257,,,8045.3,23.1,,64.0,109.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,258,,,8076.6,22.9,,54.0,119.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,259,,,8107.9,24.1,,58.0,119.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,260,,,8139.2,26.0,,70.0,120.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,261,,,8170.5,25.9,,73.0,76.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,262,,,8201.8,24.2,,70.0,112.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,263,,,8233.1,23.2,,65.0,100.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,264,,,8264.4,23.8,,69.0,96.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,265,,,8295.7,22.8,,0.0,0.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,266,,,8327.0,23.4,,65.0,127.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,267,,,8358.3,24.0,,70.0,73.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,268,,,8389.6,25.8,,82.0,86.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,269,,,8420.9,25.4,,72.0,106.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,270,,,8452.2,25.4,,74.0,101.0
df20f780-15bc-11f0-be0f-000463adda64,2025-04-10,271,,,8483.5,25.0,,71.0,88.0
